,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
20437,-118.81,34.25,4,9147,1827.0,3950,1661,5.716,320800,<1H OCEAN
15215,-117.1,33.0,5,15502,2613.0,7417,2358,5.9094,261100,<1H OCEAN
8621,-118.38,33.86,15,1778,311.0,908,330,7.674,329300,<1H OCEAN
4825,-118.31,34.04,29,2038,578.0,2070,570,2.0658,214600,<1H OCEAN
12589,-121.5,38.52,37,2008,466.0,1261,427,2.2574,59100,INLAND
6425,-118.0,34.13,35,1005,224.0,742,221,3.5481,158100,INLAND
8449,-118.35,33.91,19,1949,559.0,1282,498,2.7813,231300,<1H OCEAN
2933,-118.98,35.37,36,1562,398.0,1223,329,0.9675,47100,INLAND
10154,-117.9,33.88,28,2696,346.0,947,356,9.0055,375400,<1H OCEAN
19711,-121.65,39.16,16,5022,1103.0,2087,956,2.3963,114800,INLAND
2471,-119.81,36.6,24,2246,462.0,1291,394,2.4006,76400,INLAND
6373,-118.02,34.15,44,2419,437.0,1045,432,3.875,280800,INLAND
9049,-118.09,34.7,6,4558,804.0,1543,563,2.8548,138500,INLAND
3428,-118.42,34.27,37,1024,246.0,1371,239,3.225,147500,<1H OCEAN
4603,-118.32,34.07,52,2156,306.0,861,311,8.8062,500001,<1H OCEAN
16016,-122.46,37.73,52,3547,506.0,1276,491,8.0069,426800,NEAR BAY
12359,-116.53,33.78,18,2547,463.0,411,214,2.5489,220500,INLAND
10046,-120.99,39.22,16,1497,275.0,737,243,2.8942,182500,INLAND
13906,-116.47,34.07,22,5473,1234.0,2581,1098,1.9375,65300,INLAND
54,-122.28,37.82,52,1170,235.0,701,233,1.6098,87500,NEAR BAY
3092,-118.47,35.64,17,2248,535.0,927,427,1.3023,68500,INLAND
5136,-118.26,33.97,46,1086,249.0,880,250,1.5962,95700,<1H OCEAN
14644,-117.2,32.78,38,2662,498.0,1132,496,4.0057,241600,NEAR OCEAN
3485,-118.55,34.28,16,8879,,3468,1200,8.1125,428600,<1H OCEAN
11069,-117.86,33.84,19,1725,392.0,920,400,3.0087,159400,<1H OCEAN
11008,-117.78,33.78,6,9792,1283.0,3744,1179,10.1714,481500,<1H OCEAN
17832,-121.86,37.41,16,2938,589.0,1718,568,5.5073,178900,<1H OCEAN
13383,-117.58,34.11,14,11635,2055.0,6443,2009,4.7547,157600,INLAND
6412,-118.02,34.12,38,1778,288.0,870,281,6.5784,408500,INLAND
15203,-117.08,32.93,5,14944,2490.0,6600,2407,6.0857,308300,<1H OCEAN
13353,-117.62,34.02,16,2040,325.0,1207,324,5.0431,164100,INLAND
14488,-117.25,32.86,27,2530,469.0,594,326,7.2821,500001,NEAR OCEAN
16212,-121.32,37.96,47,1700,344.0,922,357,3.1845,87200,INLAND
5559,-118.45,33.96,36,2723,547.0,1090,519,6.3267,500001,<1H OCEAN
2152,-119.79,36.77,30,1610,410.0,1000,397,2.0357,60200,INLAND
7468,-118.2,33.92,42,1411,314.0,1432,322,3.0871,138800,<1H OCEAN
5896,-118.33,34.16,23,1359,428.0,770,380,3.4016,234600,<1H OCEAN
7582,-118.24,33.89,34,1479,332.0,1166,322,2.6165,100900,<1H OCEAN
2699,-115.38,32.81,35,1263,262.0,950,241,1.8958,67500,INLAND
10315,-117.82,33.85,18,1810,305.0,1189,326,5.2227,213500,<1H OCEAN
17978,-121.97,37.3,25,5463,1351.0,2758,1310,3.0079,277300,<1H OCEAN
11758,-121.24,38.75,5,9137,1368.0,3667,1294,5.4896,229600,INLAND
2398,-118.91,36.79,19,1616,324.0,187,80,3.7857,78600,INLAND
16199,-121.27,37.95,43,557,165.0,573,144,1.7212,59000,INLAND
16073,-122.49,37.75,52,2226,385.0,1177,416,4.8516,323800,NEAR OCEAN
9517,-123.2,39.15,27,990,238.0,592,225,2.0074,96200,<1H OCEAN
16996,-122.26,37.54,5,1649,388.0,779,376,6.9635,417300,NEAR BAY
15264,-117.29,33.05,28,1146,338.0,672,292,3.1667,300000,NEAR OCEAN
8628,-118.39,33.88,31,1448,244.0,607,259,8.1513,500001,<1H OCEAN
7273,-118.24,33.99,28,312,89.0,498,87,2.4107,96400,<1H OCEAN
11300,-117.92,33.77,28,3614,960.0,3282,889,3.522,190300,<1H OCEAN
7985,-118.16,33.86,26,6607,1663.0,4066,1558,2.5068,156300,<1H OCEAN
635,-122.16,37.71,36,666,132.0,366,134,3.4643,175000,NEAR BAY
2339,-119.67,36.82,2,2579,376.0,1133,342,4.5577,123300,INLAND
17053,-122.24,37.47,40,1504,270.0,689,287,6.1244,308800,NEAR OCEAN
9279,-122.6,38.11,23,8642,1294.0,3594,1253,5.3962,301500,<1H OCEAN
10416,-117.61,33.63,2,4678,817.0,1970,712,6.1078,219000,<1H OCEAN
5160,-118.28,33.96,23,1983,611.0,2048,600,1.5313,91400,<1H OCEAN
11108,-117.89,33.85,18,2036,414.0,1292,380,3.875,273000,<1H OCEAN
18578,-121.77,36.93,24,1943,447.0,1844,461,3.0192,184300,<1H OCEAN
12846,-121.37,38.68,36,1775,296.0,937,305,3.1786,83400,INLAND
7623,-118.26,33.85,25,2324,326.0,1087,328,5.293,207000,<1H OCEAN
334,-122.17,37.73,43,1473,371.0,1231,341,2.1587,86500,NEAR BAY
9356,-122.54,37.96,44,1552,204.0,596,208,10.129,500001,NEAR BAY
2539,-124.16,40.8,52,2416,618.0,1150,571,1.7308,80500,NEAR OCEAN
17441,-120.45,34.66,7,3329,504.0,1462,452,4.7875,198300,NEAR OCEAN
17403,-120.45,34.95,10,2207,644.0,2232,543,2.375,98500,<1H OCEAN
15366,-117.17,33.34,15,3313,679.0,1022,564,2.7986,189900,<1H OCEAN
8981,-118.42,34.0,33,1139,299.0,734,257,3.2708,325000,<1H OCEAN
19823,-119.35,36.52,39,3027,608.0,2199,592,2.6445,62000,INLAND
17688,-121.84,37.29,4,2937,648.0,1780,665,4.3851,160400,<1H OCEAN
20099,-120.24,37.96,34,1747,395.0,935,362,1.625,79400,INLAND
15795,-122.42,37.77,52,4226,1315.0,2619,1242,2.5755,325000,NEAR BAY
10149,-117.91,33.9,27,829,114.0,383,133,9.3125,293500,<1H OCEAN
20519,-121.53,38.58,33,4988,1169.0,2414,1075,1.9728,76400,INLAND
16544,-121.23,37.8,11,2451,665.0,1155,533,2.2254,130800,INLAND
10391,-117.65,33.58,2,2411,354.0,703,217,7.8061,331400,<1H OCEAN
19557,-121.0,37.6,22,4412,925.0,3116,817,2.6899,82100,INLAND
6553,-118.07,34.17,36,2415,394.0,1215,413,5.5418,326100,INLAND
10579,-117.69,33.64,16,2592,372.0,1279,383,6.9741,262000,<1H OCEAN
18454,-121.78,37.23,18,1747,317.0,1055,285,5.898,229100,<1H OCEAN
17831,-121.85,37.4,23,1793,319.0,1145,310,5.5968,243200,<1H OCEAN
16323,-121.32,37.98,20,1591,589.0,1916,536,1.3531,94600,INLAND
8043,-118.16,33.84,36,2831,573.0,1462,569,3.8646,214600,<1H OCEAN
6450,-118.04,34.12,44,2007,288.0,921,307,6.5989,500001,INLAND
143,-122.21,37.8,50,2833,605.0,1260,552,2.8929,216700,NEAR BAY
6018,-117.8,34.05,5,4536,1178.0,2485,909,4.1118,125900,<1H OCEAN
12698,-121.43,38.61,33,2289,576.0,1100,503,2.1694,95700,INLAND
9883,-121.8,36.72,14,2493,407.0,1296,418,5.4508,190000,<1H OCEAN
855,-122.02,37.58,15,3052,760.0,2097,728,3.3617,178100,NEAR BAY
19989,-119.32,36.19,11,1281,291.0,861,313,1.0962,72300,INLAND
8086,-118.2,33.81,46,1388,254.0,742,241,4.6458,212100,NEAR OCEAN
11354,-117.91,33.75,8,2346,679.0,3842,674,3.0635,160000,<1H OCEAN
7142,-118.13,34.02,38,1243,310.0,788,286,2.5852,185100,<1H OCEAN
9053,-118.12,34.7,7,4915,885.0,2833,874,4.3229,130000,INLAND
15879,-122.41,37.75,52,2164,606.0,2034,513,2.0325,178100,NEAR BAY
4381,-118.26,34.09,51,1532,366.0,669,333,3.6434,278800,<1H OCEAN
1839,-122.29,37.92,36,1450,235.0,568,234,6.0,311400,NEAR BAY
13432,-117.43,34.1,34,1345,265.0,834,290,3.7011,99500,INLAND
10879,-117.9,33.71,16,4208,630.0,2592,662,6.1966,260500,<1H OCEAN
8569,-118.43,33.9,27,1536,377.0,553,326,5.4088,500001,<1H OCEAN
9756,-121.43,36.5,14,1835,468.0,1867,461,2.3879,129800,<1H OCEAN
9591,-120.45,37.32,21,1318,202.0,618,197,4.8214,117800,INLAND
5225,-118.25,33.93,40,975,270.0,1068,270,0.9889,87500,<1H OCEAN
16109,-122.5,37.74,45,1771,349.0,1098,342,3.7552,296600,NEAR OCEAN
1502,-122.04,37.95,29,866,138.0,341,133,4.7188,197100,NEAR BAY
12111,-117.34,34.02,28,2683,708.0,2047,636,2.275,85400,INLAND
7513,-118.26,33.9,38,1566,318.0,981,318,4.0234,111900,<1H OCEAN
17407,-120.45,34.94,24,1702,447.0,1240,417,2.4091,115500,<1H OCEAN
15448,-117.24,33.18,19,3337,565.0,1646,554,5.0195,200200,<1H OCEAN
6595,-118.15,34.18,46,2230,488.0,1985,456,2.2328,142100,<1H OCEAN
17135,-122.16,37.46,45,2068,348.0,844,366,6.227,417800,NEAR BAY
11303,-117.95,33.78,9,3553,1035.0,2017,986,2.9726,133800,<1H OCEAN
20353,-119.05,34.13,12,57,22.0,69,15,5.0066,275000,NEAR OCEAN
5068,-118.3,33.98,44,1597,388.0,902,321,1.9556,93300,<1H OCEAN
19460,-120.98,37.69,18,3176,468.0,1296,471,5.5684,185100,INLAND
4588,-118.27,34.05,52,1292,864.0,2081,724,0.9563,275000,<1H OCEAN
15634,-122.41,37.8,52,1866,748.0,2957,710,1.8295,243800,NEAR BAY
6322,-117.98,33.99,26,3343,455.0,1429,457,7.0778,334300,<1H OCEAN
17580,-121.93,37.31,26,2182,704.0,1638,704,2.8981,229800,<1H OCEAN
12802,-121.44,38.61,33,1591,466.0,1000,418,1.0467,70100,INLAND
9079,-118.28,34.76,19,3430,601.0,1817,571,4.7875,163600,INLAND
15031,-117.02,32.79,36,2211,384.0,868,329,4.0491,147900,<1H OCEAN
13711,-117.21,34.08,5,5749,1385.0,2382,1088,3.0587,143100,INLAND
4501,-118.21,34.05,45,2146,607.0,2868,625,2.121,144000,<1H OCEAN
16515,-121.22,37.8,37,1038,222.0,521,211,2.125,91900,INLAND
15755,-122.45,37.77,52,2645,626.0,1275,553,3.35,492900,NEAR BAY
17858,-121.87,37.46,43,91,12.0,58,16,15.0001,500001,<1H OCEAN
4882,-118.26,34.02,38,980,285.0,1308,310,1.5652,123100,<1H OCEAN
14363,-117.23,32.73,35,2914,683.0,1562,638,2.5259,240200,NEAR OCEAN
5700,-118.25,34.23,41,1979,496.0,1157,459,4.4083,217700,<1H OCEAN
8203,-118.15,33.78,17,1584,435.0,904,406,2.0875,181300,NEAR OCEAN
12042,-117.48,33.91,22,3611,666.0,1869,649,4.2207,141100,INLAND
18954,-122.06,38.26,36,1248,221.0,672,222,3.3839,105900,INLAND
14261,-117.12,32.7,36,1011,253.0,763,226,1.8187,84100,NEAR OCEAN
17548,-121.87,37.35,27,3500,1036.0,3019,955,2.9222,153700,<1H OCEAN
7852,-118.15,33.88,24,4232,1092.0,2688,1035,2.52,146000,<1H OCEAN
9284,-122.55,38.07,5,1495,235.0,555,201,6.7232,345000,NEAR BAY
6400,-118.05,34.13,23,3264,729.0,1475,668,3.735,218300,INLAND
2807,-119.02,35.43,39,2033,370.0,956,379,3.1736,70700,INLAND
15919,-122.42,37.73,52,3230,654.0,1765,611,3.3333,292300,NEAR BAY
9320,-122.53,37.97,52,1560,451.0,700,419,2.5125,270800,NEAR BAY
264,-122.21,37.78,44,1729,414.0,1240,393,2.3125,102800,NEAR BAY
13564,-117.29,34.15,42,1811,345.0,856,352,2.9667,97000,INLAND
11449,-117.98,33.68,24,4177,,1704,606,6.2473,281900,<1H OCEAN
18937,-122.18,38.17,7,4093,651.0,2228,646,5.2523,161300,NEAR BAY
11422,-117.98,33.71,24,3430,548.0,1601,512,5.6825,264600,<1H OCEAN
3148,-118.34,35.27,10,2939,605.0,1167,446,2.3917,79000,INLAND
12678,-121.38,38.55,23,2790,430.0,1407,460,4.3288,133700,INLAND
4280,-118.32,34.09,32,563,191.0,626,185,2.0341,250000,<1H OCEAN
12481,-121.5,38.58,5,761,306.0,2031,295,0.7526,162500,INLAND
5826,-118.3,34.19,52,1704,277.0,746,262,4.7986,326100,<1H OCEAN
12371,-116.42,33.76,14,16921,2837.0,2524,1262,7.6281,341700,INLAND
5773,-118.27,34.15,14,1744,536.0,1494,531,3.2171,230800,<1H OCEAN
6143,-117.98,34.1,22,5661,1209.0,5389,1178,3.7727,159700,INLAND
2708,-115.64,32.8,23,1228,235.0,569,235,3.1667,125000,INLAND
2053,-119.73,36.68,32,755,205.0,681,207,1.7986,49300,INLAND
9004,-118.6,34.13,20,14291,1934.0,5452,1875,9.1232,472000,<1H OCEAN
4818,-118.3,34.04,50,1757,522.0,2080,488,1.7225,180000,<1H OCEAN
16671,-120.68,35.25,16,4208,897.0,1634,806,2.2868,233700,NEAR OCEAN
16982,-122.3,37.56,36,1379,228.0,750,227,5.5381,282000,NEAR OCEAN
3067,-119.25,35.77,35,1618,378.0,1449,398,1.6786,56500,INLAND
199,-122.23,37.78,52,472,146.0,415,126,2.6429,71300,NEAR BAY
17096,-122.23,37.46,33,2643,464.0,1015,427,4.2232,363700,NEAR OCEAN
1122,-121.57,39.76,20,1384,257.0,557,232,2.0882,104900,INLAND
2935,-118.98,35.36,15,1482,338.0,1059,279,1.2617,42700,INLAND
4331,-118.32,34.08,46,2038,534.0,1250,525,2.4196,358100,<1H OCEAN
17264,-119.71,34.41,31,1034,319.0,997,308,2.6538,231800,NEAR OCEAN
2784,-118.43,37.4,19,2460,405.0,1225,425,4.1576,141500,INLAND
13587,-117.29,34.12,47,1648,432.0,1308,385,1.2069,68200,INLAND
3570,-118.59,34.22,17,6015,1464.0,3056,1347,4.0077,229000,<1H OCEAN
13466,-117.38,34.12,17,5959,1208.0,4115,1088,2.4053,105200,INLAND
10191,-117.94,33.86,36,2824,493.0,1394,507,4.6477,194700,<1H OCEAN
20037,-118.98,36.06,33,2043,443.0,1497,417,2.343,47400,INLAND
3521,-118.49,34.27,33,3047,527.0,1578,507,4.58,236200,<1H OCEAN
1110,-121.63,39.82,11,3974,727.0,1610,634,2.6147,107700,INLAND
14991,-117.03,32.73,38,3174,606.0,1557,619,3.5861,123600,NEAR OCEAN
8781,-118.32,33.79,32,2381,467.0,1264,488,4.1477,315100,<1H OCEAN
15854,-122.43,37.73,52,1142,224.0,494,206,5.0602,298900,NEAR BAY
9846,-121.91,36.59,31,2034,335.0,966,322,4.6964,291300,NEAR OCEAN
7470,-118.21,33.94,34,892,318.0,1443,341,2.1903,162500,<1H OCEAN
10404,-117.59,33.67,29,1223,215.0,633,204,6.5143,279800,<1H OCEAN
8462,-118.33,33.91,39,1224,312.0,1106,333,3.3491,181800,<1H OCEAN
9741,-121.64,36.8,18,5915,1000.0,2975,975,4.5812,255200,<1H OCEAN
16065,-122.48,37.75,49,2203,407.0,1052,405,4.4375,329200,NEAR BAY
15642,-122.42,37.8,52,1777,486.0,932,427,3.3643,420000,NEAR BAY
3740,-118.39,34.17,26,3345,818.0,1599,773,3.3516,241500,<1H OCEAN
13107,-121.37,38.42,18,2643,502.0,1755,541,3.3281,91200,INLAND
2569,-124.14,40.78,35,2426,423.0,982,432,3.4219,92800,NEAR OCEAN
8519,-118.32,33.89,34,2675,560.0,1270,492,4.5053,242000,<1H OCEAN
15899,-122.41,37.75,52,3065,622.0,1405,606,3.7813,275900,NEAR BAY
11930,-117.39,33.93,26,3014,494.0,1832,485,4.8333,127900,INLAND
20109,-120.23,37.86,16,324,61.0,135,61,2.4615,137500,INLAND
17610,-121.91,37.29,36,945,149.0,371,158,5.6266,320500,<1H OCEAN
2779,-114.65,32.79,21,44,33.0,64,27,0.8571,25000,INLAND
13177,-117.78,33.97,2,556,63.0,179,54,8.4411,500001,<1H OCEAN
2787,-118.45,37.37,26,3135,524.0,1385,523,4.337,139700,INLAND
10672,-117.85,33.61,14,4340,741.0,1505,670,7.5674,500001,<1H OCEAN
18530,-122.01,36.98,47,2403,517.0,1144,455,2.5954,229400,NEAR OCEAN
7465,-118.2,33.93,40,1929,417.0,1780,419,3.4402,149400,<1H OCEAN
9824,-121.91,36.62,40,1292,271.0,504,230,2.475,258300,<1H OCEAN
7984,-118.18,33.87,38,2664,626.0,1627,604,3.7527,161900,<1H OCEAN
18204,-122.05,37.38,24,2424,501.0,1367,507,4.072,364200,<1H OCEAN
4933,-118.26,34.0,37,2615,697.0,2484,630,1.9208,103400,<1H OCEAN
7203,-118.19,34.02,40,474,124.0,546,121,2.3438,137500,<1H OCEAN
11753,-121.21,38.75,11,4552,639.0,2006,623,4.3962,264400,INLAND
10380,-117.63,33.62,9,4257,785.0,1293,745,3.7139,196700,<1H OCEAN
20564,-121.71,38.72,32,710,155.0,550,154,2.8882,151400,INLAND
968,-121.88,37.67,25,2244,301.0,937,324,6.4524,296900,INLAND
3684,-118.37,34.21,36,1392,326.0,1181,303,3.1563,176400,<1H OCEAN
4902,-118.25,34.01,43,1575,475.0,1980,469,1.7425,100500,<1H OCEAN
3126,-117.79,35.21,4,2,2.0,6,2,2.375,137500,INLAND
4878,-118.24,34.03,52,142,47.0,137,45,1.8333,312500,<1H OCEAN
19490,-120.99,37.66,46,1750,347.0,754,356,2.9137,106000,INLAND
9349,-122.56,37.97,52,1833,324.0,735,306,4.6944,398900,NEAR BAY
15764,-122.43,37.77,52,2416,620.0,1188,591,2.3887,337500,NEAR BAY
1659,-121.91,37.93,13,1610,198.0,703,217,8.7059,329400,INLAND
5504,-118.43,33.99,43,2483,548.0,1212,493,4.0189,302900,<1H OCEAN
19779,-122.19,39.91,39,2467,529.0,1433,502,1.8571,53500,INLAND
4976,-118.28,34.0,48,1514,376.0,1353,344,2.1607,96100,<1H OCEAN
6772,-118.15,34.11,52,1000,192.0,363,158,4.2981,352800,<1H OCEAN
18510,-121.99,36.98,40,1104,224.0,669,215,4.3409,256300,NEAR OCEAN
20406,-118.87,34.2,26,1924,245.0,775,244,7.001,286800,<1H OCEAN
16112,-122.5,37.74,44,2527,518.0,1434,444,3.875,275700,NEAR OCEAN
17034,-122.26,37.5,24,2307,510.0,842,507,3.6111,341500,NEAR OCEAN
20362,-118.95,34.17,23,2630,404.0,1184,385,5.2955,247600,<1H OCEAN
19208,-122.72,38.45,41,1743,373.0,780,357,3.1467,175500,<1H OCEAN
19291,-122.86,38.42,38,1166,223.0,584,225,3.6667,244400,<1H OCEAN
20559,-121.79,38.67,30,2602,401.0,981,405,4.7222,167200,INLAND
20252,-119.19,34.22,26,3175,736.0,2460,775,3.125,219900,NEAR OCEAN
20565,-121.7,38.65,22,1360,282.0,808,229,2.4167,225000,INLAND
2344,-119.68,36.81,16,2668,454.0,1536,457,3.9792,88900,INLAND
9847,-121.91,36.6,35,2605,410.0,1110,406,5.5519,329500,NEAR OCEAN
10486,-117.68,33.48,15,1786,299.0,727,293,5.0527,231400,<1H OCEAN
16450,-121.28,38.14,38,2803,500.0,1223,509,4.119,128800,INLAND
15378,-117.24,33.36,11,2786,480.0,1250,450,4.5,222600,<1H OCEAN
14555,-117.13,32.96,15,2267,292.0,1180,289,6.712,240200,<1H OCEAN
18847,-122.38,41.43,45,2245,448.0,1155,421,1.6509,46200,INLAND
1418,-122.04,37.99,36,2765,495.0,1478,441,4.125,136200,NEAR BAY
20578,-121.81,38.84,37,352,65.0,238,67,2.8542,275000,INLAND
16972,-122.31,37.56,45,1685,321.0,815,314,4.2955,309700,NEAR OCEAN
7640,-118.28,33.82,30,3615,760.0,2813,752,5.3849,217700,<1H OCEAN
19125,-122.64,38.25,31,2554,515.0,1507,533,3.8,162600,<1H OCEAN
5748,-118.27,34.16,15,5036,1299.0,3164,1175,2.9148,238700,<1H OCEAN
14188,-117.06,32.71,11,2397,523.0,1566,514,3.8687,145200,NEAR OCEAN
18213,-122.06,37.38,21,1798,399.0,837,410,5.6999,470000,NEAR BAY
7240,-118.11,34.01,41,815,252.0,775,231,2.2847,190000,<1H OCEAN
4181,-118.23,34.09,41,438,201.0,690,161,2.0476,181300,<1H OCEAN
7440,-118.2,33.94,44,1413,298.0,1200,307,3.5125,169300,<1H OCEAN
8561,-118.41,33.93,22,2514,605.0,1225,568,4.1818,339700,<1H OCEAN
7432,-118.2,33.94,45,1818,408.0,1705,373,4.0441,157500,<1H OCEAN
19340,-122.87,38.61,23,2676,521.0,1456,500,3.7361,173700,<1H OCEAN
6540,-118.04,34.04,32,1619,323.0,1492,342,3.5,165100,<1H OCEAN
8768,-118.38,33.81,36,1018,148.0,329,169,10.5045,500001,NEAR OCEAN
4149,-118.2,34.12,41,1908,503.0,1557,453,2.9194,162000,<1H OCEAN
1802,-122.36,37.92,52,215,41.0,126,43,1.3929,104200,NEAR BAY
3840,-118.44,34.18,36,2077,496.0,1206,528,2.2326,221000,<1H OCEAN
10720,-117.81,33.63,17,4477,610.0,1798,612,8.1093,410400,<1H OCEAN
18874,-122.22,38.08,37,4590,857.0,2920,832,3.436,94800,NEAR BAY
14875,-117.08,32.63,33,2891,793.0,1607,754,2.1281,139800,NEAR OCEAN
18771,-122.29,40.44,30,1270,365.0,840,324,1.3904,48100,INLAND
2544,-124.16,40.78,50,2285,403.0,837,353,2.5417,85400,NEAR OCEAN
4104,-118.35,34.13,39,1610,278.0,511,278,4.3333,385900,<1H OCEAN
17001,-122.26,37.57,23,7995,1254.0,3484,1198,6.5948,404000,NEAR BAY
12142,-117.23,33.83,2,1424,251.0,681,192,4.0833,100000,INLAND
19184,-122.59,38.43,20,2791,546.0,785,512,3.4561,216700,<1H OCEAN
5371,-118.38,34.04,31,2846,727.0,2120,672,2.7226,254200,<1H OCEAN
10180,-117.96,33.87,35,1972,367.0,1152,356,3.7222,187500,<1H OCEAN
4544,-118.19,34.02,44,2702,770.0,3260,721,2.3575,144800,<1H OCEAN
19038,-122.0,38.36,34,2735,539.0,1390,491,2.7262,118800,INLAND
14978,-116.99,32.71,21,3049,582.0,2355,585,3.8904,113800,NEAR OCEAN
1011,-121.78,37.68,17,3112,872.0,1392,680,3.0222,172500,INLAND
12989,-121.26,38.68,4,3080,827.0,1195,683,2.7477,133000,INLAND
10705,-117.72,33.61,26,2033,463.0,618,450,2.5685,80400,<1H OCEAN
12848,-121.38,38.69,35,2943,554.0,1460,510,2.6713,84400,INLAND
11839,-120.95,39.93,26,2023,385.0,922,365,2.8125,83500,INLAND
17175,-122.47,37.5,18,2297,416.0,1086,381,4.875,334600,NEAR OCEAN
11541,-118.02,33.76,27,2905,587.0,1781,561,4.25,214800,<1H OCEAN
16074,-122.49,37.74,52,2189,433.0,1147,420,3.4583,321300,NEAR OCEAN
7314,-118.19,33.97,30,1790,556.0,1827,520,1.7562,181300,<1H OCEAN
11672,-118.02,33.84,35,3473,563.0,2091,580,4.4821,214100,<1H OCEAN
13655,-117.31,34.04,5,2785,577.0,1310,536,3.39,149500,INLAND
6479,-118.04,34.08,35,1148,258.0,975,253,4.037,173300,<1H OCEAN
20202,-119.2,34.26,25,2203,367.0,1194,377,5.4087,223200,NEAR OCEAN
11154,-117.99,33.84,31,2982,547.0,1895,570,4.9115,255500,<1H OCEAN
4131,-118.2,34.13,52,2035,459.0,2589,438,3.5349,193600,<1H OCEAN
9876,-121.85,36.6,41,3138,717.0,1890,642,2.4864,140400,<1H OCEAN
6827,-118.11,34.08,42,3172,644.0,1829,642,3.3966,243200,<1H OCEAN
11155,-117.97,33.83,16,2035,564.0,1118,503,3.2546,187500,<1H OCEAN
14027,-117.15,32.76,37,1921,502.0,811,472,2.75,175000,NEAR OCEAN
10662,-117.81,33.66,20,2851,490.0,1192,463,5.8752,274200,<1H OCEAN
15070,-116.97,32.79,32,1255,338.0,782,302,2.6635,113600,<1H OCEAN
182,-122.23,37.8,51,1590,414.0,949,392,1.9028,127900,NEAR BAY
2291,-119.78,36.8,34,3426,623.0,1938,647,2.8994,66000,INLAND
913,-122.01,37.53,27,1890,303.0,889,314,5.7057,287600,NEAR BAY
20391,-118.89,34.22,20,3878,665.0,1651,591,5.5402,264600,<1H OCEAN
2552,-124.17,40.77,30,1895,366.0,990,359,2.2227,81300,NEAR OCEAN
19475,-120.96,37.67,17,2434,511.0,1558,546,2.9219,114300,INLAND
641,-122.14,37.73,52,2024,320.0,823,334,5.0,264700,NEAR BAY
19681,-121.62,39.15,36,2321,455.0,1168,489,3.0962,74000,INLAND
12338,-116.54,33.87,16,3648,1035.0,1687,581,1.9167,70400,INLAND
5496,-118.41,34.0,35,684,161.0,381,159,2.8393,272000,<1H OCEAN
8199,-118.14,33.79,23,2573,688.0,1478,604,3.4833,209400,NEAR OCEAN
11137,-117.96,33.85,35,1175,191.0,568,186,4.125,189200,<1H OCEAN
11639,-118.05,33.83,24,4316,678.0,2286,665,5.7018,286700,<1H OCEAN
1593,-122.14,37.9,32,5738,746.0,2099,732,10.3224,500001,NEAR BAY
6156,-117.95,34.09,18,1179,324.0,1296,331,2.851,140600,<1H OCEAN
3114,-117.66,35.61,5,5735,932.0,2623,862,4.8494,87200,INLAND
4117,-118.22,34.14,52,2298,406.0,1203,387,5.5291,274600,<1H OCEAN
5372,-118.38,34.04,45,767,130.0,254,118,6.2895,340400,<1H OCEAN
7806,-118.09,33.89,42,991,,717,219,4.0926,164400,<1H OCEAN
13082,-121.37,38.57,16,3895,896.0,1762,855,2.6635,135800,INLAND
3780,-118.39,34.17,26,6429,1611.0,2806,1491,3.1929,265200,<1H OCEAN
13163,-121.38,36.85,13,4115,782.0,2903,747,3.7316,192400,INLAND
772,-122.1,37.66,36,1305,225.0,768,234,4.275,185300,NEAR BAY
17185,-122.43,37.43,17,11999,2249.0,5467,1989,4.8405,354300,NEAR OCEAN
15279,-117.3,33.07,16,3147,765.0,2165,690,3.5585,284800,NEAR OCEAN
16831,-122.49,37.59,35,2683,475.0,1498,484,5.1282,262500,NEAR OCEAN
4660,-118.31,34.05,40,1667,365.0,1161,384,3.1406,417600,<1H OCEAN
8979,-118.42,34.0,45,1807,355.0,883,371,5.0357,329800,<1H OCEAN
852,-122.02,37.59,18,1165,333.0,855,319,3.6923,213200,NEAR BAY
12384,-116.39,33.72,19,7646,1618.0,2496,1075,3.5569,128000,INLAND
2565,-124.15,40.78,41,2127,358.0,911,349,3.1711,104200,NEAR OCEAN
20166,-119.29,34.44,34,4314,878.0,2361,831,3.2279,243100,NEAR OCEAN
619,-122.17,37.73,46,2163,470.0,925,435,3.25,177500,NEAR BAY
11952,-117.44,33.93,33,1371,236.0,715,227,4.375,129900,INLAND
6133,-117.99,34.06,32,2491,616.0,2660,595,2.564,145800,INLAND
73,-122.29,37.81,46,12,4.0,18,7,0.4999,67500,NEAR BAY
5499,-118.42,34.0,14,3771,1180.0,2355,978,3.1603,287500,<1H OCEAN
987,-121.82,37.73,47,127,23.0,51,21,4.3472,375000,INLAND
941,-122.03,37.54,16,4458,856.0,3038,870,5.0739,208000,NEAR BAY
19224,-122.7,38.45,39,2015,335.0,640,315,4.1734,240500,<1H OCEAN
13541,-117.31,34.14,44,1487,273.0,972,281,3.2292,86100,INLAND
6142,-117.98,34.08,17,3640,830.0,3537,807,3.4784,152200,INLAND
18983,-121.99,38.27,16,4138,758.0,1762,723,3.1979,137500,INLAND
7532,-118.22,33.92,32,1263,333.0,1789,346,1.9957,89300,<1H OCEAN
6221,-117.92,34.06,35,2894,467.0,1420,479,5.184,224900,<1H OCEAN
